participant,sentence
MOT,look !
MOT,t-t-t-t-toe@f .
MOT,t-t-t-t-toe@f .
MOT,are you looking at the camera ?
MOT,are you looking at the camera ?
MOT,yeah ?
MOT,yeah ?
MOT,yeah you are .
MOT,"yeah, mummy works with cameras all the time !"
MOT,yeah and they're not such great fun .
MOT,now Rube .
MOT,can you say out ?
MOT,out ?
MOT,out .
MOT,out .
MOT,what else do we say ?
MOT,do we say dada ?
MOT,do we say dada ?
MOT,<dada> [!] hooray .
MOT,dadada@p .
MOT,dadada@p .
MOT,dada !
MOT,dada !
MOT,dada ?
MOT,yeah !
MOT,can you say out ?
MOT,out ?
MOT,yeah_yeah@i .
MOT,"no, say out !"
MOT,out .
MOT,"d(o) y(ou) know what I see, your poor teeth ."
MOT,"yeah, they're coming down ."
MOT,"oh yeah, it's very bad ."
MOT,it's very bad when your teeth come down (be)cause it's very sore .
MOT,"it is, it is ."
MOT,Rube's wearing a clip !
MOT,did Ella put a clip in Rube's hair ?
MOT,"oh <pretty Rube> [!], oh look ."
MOT,"yeah, that's for tying up your hair ."
MOT,is that for your hair ?
MOT,yeah .
MOT,"that's for your hair, yeah ."
MOT,hey !
MOT,yeah .
MOT,dirty old rusk there .
MOT,what'll mummy do ?
MOT,yuck .
MOT,mummies get disgusting habits when they get filthy babies .
MOT,"they do, they do !"
MOT,like eating old bits of rusk .
MOT,yeah it's true !
MOT,it's true .
MOT,0will we clap ?
MOT,will we clap ?
MOT,will we do our clapping ?
MOT,come_on .
MOT,hooray !
MOT,now can you clap ?
MOT,hooray !
MOT,now Rube clap .
MOT,clap clap clap .
MOT,clap clap clap .
MOT,clap clap clap .
MOT,yeah .
MOT,y(ou) prefer this .
MOT,clap clap clap .
MOT,clap clap clap .
MOT,yeah .
MOT,clap clap clap .
MOT,yeah .
MOT,(doe)s that make a good noise ?
MOT,ah clap clap clap clap clap .
MOT,dada@i .
MOT,where's dada ?
MOT,where's dada ?
MOT,don't know ?
MOT,where's dada ?
MOT,dada@i .
MOT,"dada, where are you ?"
MOT,"now, that's a, an old bauble !"
MOT,that's a bauble !
MOT,<thank> [!] you .
MOT,where [!] (di)d it go ?
MOT,where [!] is it ?
MOT,where is it ?
MOT,oh !
MOT,hello !
MOT,where's it gone ?
MOT,where's it gone ?
MOT,where's it gone ?
MOT,yeah .
MOT,you found it .
MOT,yeah .
MOT,will I take it ?
MOT,big kiss for mummy .
MOT,oh achoo !
MOT,oh achoo !
MOT,oh that's a lovely face .
MOT,there's a little wrinkly nose .
MOT,who's got a wrinkly nose ?
MOT,you're so cute .
