participant,sentence
MOT,you do it .
MOT,"<good boy> [!], well done ."
MOT,"we try, come_on we try, ready ?"
MOT,"come_on we try this, ready ?"
MOT,oh going to do this ?
MOT,you do it .
MOT,"ready, let's try and pick them up, ready ?"
MOT,"one, two oh you ready ?"
MOT,three all fall down !
MOT,"one two three, all fall down !"
MOT,&=imit:child again ?
MOT,"build a tower, ready ?"
MOT,one two three .
MOT,Eoi's turn .
MOT,one two oh .
MOT,put on the third one .
MOT,yeah [!] well done .
MOT,haha .
MOT,"again, a tower, ready ?"
MOT,oh one two three !
MOT,all fall down .
MOT,haha .
MOT,"oh good boy, Eoi's turn, two, yeah [!] well done ."
MOT,oh bum@wp .
MOT,"now you give me them, look look ?"
MOT,look what have you got ?
MOT,oh what is it ?
MOT,what is it ?
MOT,a duck quack quack .
MOT,quack quack .
MOT,oh oh uhoh he's gonna bite your piggies@f .
MOT,gobble gobble gobble gobble gobble gobble gobble .
MOT,he's going to bite your tummy ready ?
MOT,tickle tickle tickle .
MOT,the blocks ?
MOT,oh you prefer them „ do y(ou) ?
MOT,"look will we do this, look ready ."
MOT,"one two three and we put the duck, oh cool !"
MOT,no ?
MOT,one two three .
MOT,build a tower ready ?
MOT,"come_on, put them down and build a tower, ready !"
MOT,good and where does the duck-duck@f go ?
MOT,where will we put the duck ?
MOT,oh come_on and put them down and put the duck-duck@f on top ?
MOT,"yeah you ready, one oh ."
MOT,"try again, one two oh ."
MOT,haha oh try again .
MOT,try the last one where you put the duck on .
MOT,yeah oh bump .
MOT,all fall down !
MOT,"put them down here look, like this, ready ?"
MOT,one two three oh .
MOT,you want a tower <wow oh wow> [!] oh .
MOT,ready bang bang bang ready ?
MOT,now .
MOT,quack quack quack .
MOT,oh he's gonna bite your piggies@f [: pigs] .
MOT,gobble [x 5] .
MOT,he's gonna bite your fingers .
MOT,gobble [x 5] .
MOT,come here whoops_a_daisy come_on oh .
MOT,Eoi_Dunne .
MOT,big trouble .
MOT,ah out of your mouth .
MOT,"come here, ready ?"
MOT,"up you get, up you get ."
MOT,you're missing one .
MOT,quack quack quack quack quack .
MOT,Eoi .
MOT,Eoi where's the duck gone ?
MOT,oh there it is .
MOT,"come here to me, come back, where's the duck gone ?"
MOT,oh haha .
MOT,oh .
MOT,dtp-dtp-dtp-dtp@wp .
MOT,"ready, look look look ."
MOT,what's this ?
MOT,will you sit down ?
MOT,one two ready one two two .
MOT,now sit down .
