participant,sentence
MOT,ah-tck-tck-tck-tck-tck-tck-tck-tck@p .
MOT,you've got tickles !
MOT,yes y(ou) have .
MOT,watch .
MOT,"in there, in there, in there, all the way up there !"
MOT,you've got tickles .
MOT,wanna a bite ?
MOT,want (t)o bite my finger ?
MOT,ah ow !
MOT,ah ow !
MOT,ow !
MOT,that's my finger !
MOT,ah_rararararararararararara@i .
MOT,ah ah_ah_ow-ow-ow-oo@i .
MOT,what are y(ou) doin(g) ?
MOT,Reb ?
MOT,Reb ?
MOT,Reb ?
MOT,Reb ?
MOT,oh ck-tck-tck-tck@p .
MOT,0will we do around the garden ?
MOT,(a)re y(ou) ready ?
MOT,watch .
MOT,look .
MOT,<round and round the garden like a teddy_bear one step two step and tickly@f [: tickle] under there> [=! singing] .
MOT,0will we do it again ?
MOT,(a)re y(ou) ready ?
MOT,we do it again ?
MOT,watch .
MOT,<round and round the garden like a teddy_bear one step two step and tickly@f [: tickle] under there> [=! singing] .
MOT,tickly@f [: tickle] under there !
MOT,no !
MOT,that's mine .
MOT,where's it gone ?
MOT,that's mine .
MOT,"watch, look, look, look, look ."
MOT,(a)re y(ou) ready ?
MOT,all gone !
MOT,where'd it go ?
MOT,where'd it go ?
MOT,it's gone .
MOT,"oh, y(ou) found it ."
MOT,uhoh .
MOT,"no, it's mammy's ."
MOT,ready ?
MOT,(wi)ll we clap your hands ?
MOT,clap_clap_clap_clap_clap@si .
MOT,clap_clap_clap_clap@si .
MOT,(hoo)ray !
MOT,0will we do it again ?
MOT,clap_clap_clap_clap_clap@si .
MOT,clap_clap_clap_clap@si .
MOT,(hoo)ray !
MOT,0will 0we do it again ?
MOT,clap_clap [x 3] .
MOT,again ?
MOT,ready ?
MOT,clap_clap [x 5] .
MOT,clap_clap .
MOT,ah clap !
MOT,clap_clap [x 4] .
MOT,ready ?
MOT,ah clap_clap .
MOT,clap_clap [x 4] .
MOT,0will we do it again ?
MOT,&-eh !
MOT,&-eh !
MOT,ready ?
MOT,clap_clap [x 4] .
MOT,clap !
MOT,ah clap !
MOT,clap_clap [x 2] .
MOT,clap ap_ap_ap_ap_ap@wp .
MOT,ah ap_ap_ap_ap_ap_ap@wp .
MOT,ah clap !
MOT,ah clap ap_ap_ap_ap_ap@wp .
MOT,0will we do it again ?
MOT,(a)re y(ou) ready ?
MOT,oh what's that over there ?
MOT,Reb ?
MOT,Reb ?
MOT,hi !
MOT,hi !
MOT,d(o) y(ou) wanna clap ?
MOT,oh in my mouth ?
MOT,Reb ?
MOT,hi !
MOT,ready ?
MOT,we go like this .
MOT,y(ou) ready ?
MOT,watch .
MOT,go .
MOT,Reb ?
MOT,hi !
MOT,hi !
MOT,hi !
MOT,ah !
MOT,what's goin(g) on over there ?
MOT,oh really !
MOT,d(o) y(ou) wanna clap hands again ?
MOT,wanna clap hands again ?
MOT,(a)re y(ou) ready ?
MOT,Reb ?
MOT,ah clap_clap [x 2] .
MOT,clap_clap [x 2] .
MOT,clap_clap [x 2] .
MOT,ah clap !
MOT,oh you wanna bounce ?
MOT,wanna bounce ?
MOT,(a)re y(ou) ready ?
MOT,y(ou)'re not allowed bounce_bounce_bounce@si +/.
MOT,uhoh fingers .
MOT,my [!] fingers .
