participant,sentence
MOT,now mammy .
MOT,I'm wonderin(g) where am I ?
MOT,where is this ?
MOT,this is Sinead's office .
MOT,oh !
MOT,what's that ?
MOT,that's a funny [!] light „ is it ?
MOT,that's not like the lights in mammy and daddy's house .
MOT,it's very big .
MOT,oh .
MOT,rah rah rah ah .
MOT,oh .
MOT,oh .
MOT,"oh, what's going on, huh ?"
MOT,&-uh-&-uh@i ?
MOT,&-uh ?
MOT,"oh yeah, this isn't the buggy you usually go in, is it ?"
MOT,(i)t's a different buggy .
MOT,this buggy is only for one [!] little baby .
MOT,that's why it's cleaner [!] than the other buggy .
MOT,ah ah .
MOT,ah !
MOT,a:h@i !
MOT,and you've loads to say „ have y(ou) ?
MOT,no .
MOT,quiet .
MOT,ah ah ah .
MOT,ah ah ah .
MOT,ah ah ah .
MOT,oh what's down there ?
MOT,"ooh, what's down there ?"
MOT,what's that ?
MOT,what's that ?
MOT,I wonder what that is ?
MOT,oh you having a look around ?
MOT,mammy eat y(ou) ?
MOT,mammy going to eat y(ou) up ?
MOT,yum yum yum yum yum yum .
MOT,I haven't had my lunch yet .
MOT,clap mammy's hand .
MOT,oh very good .
MOT,"you clap mammy's hands, yes, you're much better ."
MOT,you're better .
MOT,"oh [!] are y(ou) singin(g) pattycake, yeah ?"
MOT,<pattycake pattycake baker's man bake me a cake as fast as you can> [=! singing] .
MOT,"<o:h> [!], y(ou)'re goin(g) to dance with mammy „ are y(ou) ?"
MOT,<pattycake pattycake baker's man> [=! singing] .
MOT,must learn the words as fast as I can .
MOT,oh .
MOT,huh ?
MOT,you have <control> [!] over mammy .
MOT,you're in charge of mammy's hands .
MOT,Mossy_Moo .
MOT,Mossy_Moo !
MOT,"oh, what did y(ou) do ?"
MOT,"aw, no more clapping mammy's hands, no ?"
MOT,not interested any more .
MOT,y(ou) bored [!] of it now .
MOT,"ah, it's over mammy ."
MOT,so [!] ten minutes to go .
MOT,<pattycake pattycake baker's man bake me a cake as fast as you can> [=! singing] .
MOT,"oh, that's a nice cake to make ."
