participant,sentence
MOT,ah !
MOT,ah !
MOT,hello !
MOT,hello !
MOT,dadadadadada@wp .
MOT,0will we do it again ?
MOT,0will we do it again ?
MOT,look !
MOT,dededededede@wp .
MOT,oh ouch !
MOT,poor head .
MOT,head .
MOT,eyes .
MOT,nose .
MOT,mouth .
MOT,eyes .
MOT,nose .
MOT,mouth .
MOT,eyes .
MOT,what ?
MOT,what is it ?
MOT,"oh I'm sorry, did I wake you up ?"
MOT,"yeah, I didn't mean to ."
MOT,I'm sorry .
MOT,0are y(ou) ready ?
MOT,"look at this, look ."
MOT,chchchchch@wp .
MOT,don't bang your head again .
MOT,"clap your feet together, look ."
MOT,choo_choo choo_choo choo@o .
MOT,totototototototo@wp .
MOT,ah lovely toesies@f [: toes] .
MOT,toesie_wosie_wosies@f [: toes] .
MOT,tickle tickle tickle .
MOT,say hello .
MOT,say hello .
MOT,what ?
MOT,up .
MOT,up .
MOT,good girl .
MOT,what are y(ou) feeling about ?
MOT,<is your toothie@f [: tooth]> [/] is your toothie@f [: tooth] comin(g) ?
MOT,is your toothie@f [: tooth] comin(g) ?
MOT,is your toothie@f [: tooth] comin(g) ?
MOT,ah ah !
MOT,no no no .
MOT,no no no .
MOT,what ?
MOT,what ?
MOT,that's very sad .
MOT,that's very sad .
MOT,0will we fix your trousers .
MOT,come here (un)til we fix your trousers .
MOT,"come_on, let's fix your trousers ."
MOT,ooh !
MOT,ee@i !
MOT,scratch scratch scratch .
MOT,oh look it .
MOT,0we forgot the buttons .
MOT,we forgot the buttons .
MOT,uhoh .
MOT,uhoh .
MOT,uhoh .
MOT,ouch !
MOT,<horsie@f [: horse] horsie@f [: horse] don't you stop just let your feet go clippityclop@o your tail goes swish and your wheels go round giddyup we're homeward bound> [=! singing] .
MOT,<horsie@f [: horse] horsie@f [: horse] don't you stop just let your feet go clippityclop@o your tail goes swish and your wheels go round giddyup we're homeward bound> [=! singing] .
MOT,Eri ?
MOT,Eri ?
MOT,Eri ?
MOT,what (a)re y(ou) doin(g) ?
MOT,what are y(ou) doin(g) Eri ?
MOT,ah ah !
MOT,ah ah !
MOT,ah ah !
MOT,ah ah !
MOT,ah ah !
MOT,no no .
MOT,0that 0is not allowed .
MOT,ouch !
MOT,ouch !
MOT,ouch !
MOT,is that nice .
MOT,yeah !
MOT,do you like it ?
MOT,that's mammy's .
MOT,oh 0are you tired ?
MOT,oops_a_daisy .
MOT,oops_a_daisy .
MOT,whee !
