participant,sentence
MOT,they're not so interesting .
MOT,believe me .
MOT,"along came a good fairy, she said +/."
MOT,look .
MOT,"look, wait (un)til we clap hands ."
MOT,<clap handies@f [: hands] clap handies@f [: hands] (un)til daddy comes home with sweets in his pocket for Rube alone> [=! singing] .
MOT,yeah .
MOT,oh yeah .
MOT,what's that ?
MOT,what's that ?
MOT,"poor angel, poor angel ."
MOT,with a big scratch on her face .
MOT,where's your nose ?
MOT,where's your nosie@f [: nose] ?
MOT,nosie@f [: nose] .
MOT,nosie@f [: nose] .
MOT,nosie@f [: nose] .
MOT,that's your nose .
MOT,that's your nose .
MOT,bleh-bleh-bleh@i .
MOT,<I look in the mirror and what do I see two eyes and a nose and a mouth and that's me> [=! singing] .
MOT,yeah .
MOT,nothing as interesting as the string .
MOT,yeah ?
MOT,yeah ?
MOT,what ?
MOT,"oh n-n-n-n-n-no@f, don't do that ."
MOT,don't do that .
MOT,blah blah blah .
MOT,look .
MOT,lahlahlahlah@wp .
MOT,lahlahlahlah@wp .
MOT,hi .
MOT,ta@i .
MOT,ta-ta-ta-ta-ta-ta-ta-ta-ta-ta@i .
MOT,tickly [x 4] .
MOT,tickly [x 5] .
MOT,oh zhoo@i ?
MOT,oh no no .
MOT,no no no no .
MOT,Rube ?
MOT,shake your head .
MOT,0will we do your head ?
MOT,no no no no .
MOT,no no no no .
MOT,no no no no .
MOT,oh awah@i ?
MOT,whaw@i ?
MOT,deehah@i .
MOT,now !
MOT,Rube .
MOT,Rube ?
MOT,no no no no no no .
MOT,no no no no no no no .
MOT,yeah .
MOT,hello .
MOT,hello .
MOT,hello .
MOT,yeah .
MOT,hi Blondie .
MOT,oo-boo@i .
MOT,oo-boo@i ?
MOT,o:h .
MOT,"look, look angel ."
MOT,"oh y(ou) dribbler, oh no no no no ."
MOT,oh no no no no .
MOT,look .
MOT,choo_choo choo_choo choo_choo choo_choo .
MOT,"&-eh, not [!] so nice ."
MOT,not [!] so nice .
MOT,oh no no no no that's sore .
MOT,no [!] that's sore .
MOT,I [!] don't think it's very funny .
MOT,Rube ?
MOT,Rube ?
MOT,"no, no no, no, y(ou) can't [!] eat everything ."
MOT,ga-ga-ga@i .
MOT,ga-ga-ga-ga-ga@i .
MOT,ga-ga-ga-ga-ga@i .
MOT,ga-ga-ga-ga-ga-ga-ga-ga@i .
MOT,ga-ga@p .
MOT,ah dada@z:m .
