participant,sentence
MOT,Cya .
MOT,there y(ou) go .
MOT,"that's it now, all gone after that ."
MOT,shaky@f [: shake] [x 4] .
MOT,do it again .
MOT,shaky@f [: shake] [x 4] .
MOT,yeah very cute .
MOT,shaky@f [: shake] [x 4] .
MOT,yeah .
MOT,wiggle wiggle wiggle wiggle .
MOT,dancy@f [: dance] [x 2] .
MOT,wiggle [x 7] .
MOT,yeah you look very cute .
MOT,wiggle [x 5] .
MOT,haha wiggle [x 5] .
MOT,wiggle wiggle wiggle wiggle .
MOT,yum yum yum yum .
MOT,Cya are y(ou) goin(g) to clap handies@f [: hands] ?
MOT,clap handies@f [: hands] .
MOT,clap handies@f [: hands] clap handies@f [: hands] .
MOT,<(un)til daddy comes home with sweets in his pocket clap handies@f [: hands] clap handies@f [: hands]> [=! singing] .
MOT,yum yum yum yum yum .
MOT,ah yum yum yum yum yum .
MOT,bah !
MOT,yum yum yum bah !
MOT,oh fall down .
MOT,ah bah !
MOT,"please, please ."
MOT,can I have the bread please mama ?
MOT,can I have the bread please mama ?
MOT,please mama ?
MOT,"no, Sinead's still gone ."
MOT,I don't know where [!] she is .
MOT,maybe she went to do a wee@z:m .
MOT,ah !
MOT,ah !
MOT,where's your toe_toes@f [: toes] ?
MOT,where's your toe_toes@f [: toes] ?
MOT,where's your toe_toes@f [: toes] ?
MOT,where's your te-toes@f [: toes] ?
MOT,yeah .
MOT,where's your toe_toes@f [: toes] ?
MOT,"yeah, there [!] they a:re !"
MOT,where's your nose ?
MOT,where's your nose ?
MOT,where's mammy's nose ?
MOT,where's mammy's nose ?
MOT,"oh go_on, show mammy, where's mammy's nose ?"
MOT,"oh don't slap mammy's face, where's mammy's nose ?"
MOT,oh (a)re you a tiredy@f [: tired] baba ?
MOT,where's mammy's nose ?
MOT,where's mammy's nose ?
MOT,yeah .
MOT,where's mammy's mouth ?
MOT,where's mammy's mouth ?
MOT,where's mammy's teeth ?
MOT,there's Cya's nose .
MOT,oh baba !
MOT,"just a few minutes, yeah ."
MOT,last time .
MOT,last time .
MOT,"look, look, look ."
MOT,look at the cameras .
MOT,say hiya !
MOT,say hiya !
MOT,say hi:ya !
MOT,say hiya .
MOT,will we play peekaboo ?
MOT,boo !
MOT,play peekaboo .
MOT,nah !
MOT,boo !
MOT,do it again .
MOT,a:h boo !
MOT,there y(ou) are .
MOT,do it again .
MOT,do it again .
MOT,peekaboo .
MOT,ah boo !
MOT,ah I see you .
MOT,do it again .
MOT,peeka@wp [x 5] .
MOT,(a)re you blowing your nose in your blankie ?
MOT,snotty nose .
MOT,ah boo !
MOT,ah boo !
MOT,(tha)t's a bit too fast .
MOT,boo !
MOT,boo !
MOT,boo !
MOT,boo !
MOT,boo !
MOT,will I play ?
MOT,ready .
MOT,steady .
MOT,boo !
MOT,boo !
MOT,0are you playin(g) ?
MOT,boo !
MOT,bread .
MOT,"please mama, please mama ."
MOT,bread .
MOT,please mama .
MOT,"look, please mama, please ."
MOT,please .
MOT,(wi)ll I show you ?
MOT,look .
MOT,"please, please ."
MOT,"do that, please ."
MOT,please mama .
MOT,"&-eh, what's that ?"
MOT,em@i .
MOT,"yum yum, mama ."
MOT,mama .
MOT,"oh, give me the bread !"
MOT,give me the bread please !
MOT,say please .
MOT,look .
MOT,gimme your handie@f [: hand] .
MOT,gimme your handie@f [: hand] ?
MOT,please .
MOT,"yeah, look, say please [!] mama'll give you the bread ."
