participant,sentence
MOT,Fou_Fou ?
MOT,oh don't +//.
MOT,do you not like bunny Fou_Fou ?
MOT,ah yum yum yum yum .
MOT,<little bunny Fou_Fou hopping through the forest picking up the field mice and bopping them on the head> [=! singing] .
MOT,0will we sing it again ?
MOT,<little bunny Fou_Fou hopping through the forest picking up the field mice and bopping them on the head> [=! singing] .
MOT,mm delicious .
MOT,0is that a very tasty bunny ?
MOT,a tasty bunny .
MOT,oh leg .
MOT,d(o) y(ou) want the leg ?
MOT,ooh yummy .
MOT,oh yum yum yum .
MOT,oh (doe)s that feel good ?
MOT,(ha)s Rube got sore gums ?
MOT,has Rube got some sore gums ?
MOT,oh !
MOT,poor ba:by .
MOT,y(ou) all chesty ?
MOT,"y(ou) all chesty, poor little thing ."
MOT,oh yeah !
MOT,rabbit'll make y(ou) feel better .
MOT,ye:(a)h ?
MOT,yeah .
MOT,such a beautiful girl .
MOT,oh y(ou) beautiful girl .
MOT,look .
MOT,<little bunny Fou_Fou hopping through the forest picking up the field mice and bopping them on the head> [=! singing] .
MOT,is it very funny ?
MOT,is 0it a funny old joke ?
MOT,(i)s that a bad [!] bunny Fou_Fou ?
MOT,dadadadadadadadada@i .
MOT,"bad bunny Fou_Fou, hurting a little field mice ."
MOT,oh that's a bad old cough .
MOT,that's a bad old cough .
MOT,poor bunny's ear .
MOT,poor bunny's ear .
MOT,(i)s that bunny's ear ?
MOT,poor bunny's ear .
MOT,what about eat poor Rube's +/.
MOT,Rube's ear .
MOT,look <(wi)ll we try> [//] do you wanna do your trick ?
MOT,0will we do your trick ?
MOT,"one two three, one two thr:ee up !"
MOT,whee !
MOT,whee !
MOT,whee !
MOT,ready down down down down down .
MOT,down .
MOT,ready one two three up !
MOT,up up !
MOT,hooray !
MOT,hooray !
MOT,hooray !
MOT,y(ou)'re so clever .
MOT,y(ou)'re so clever .
MOT,d(o) y(ou) wanna go down ?
MOT,down down down down !
MOT,we 0will do up up up .
MOT,ready ?
MOT,one two three up up up !
MOT,hooray !
MOT,oh y(ou)'re getting so good .
MOT,y(ou)'re so good !
MOT,y(ou)'re so good !
MOT,"even when y(ou)'re sick, baby ."
MOT,sick ba:by .
MOT,look see what I have ?
MOT,see what I have .
MOT,ooh !
MOT,oh look look .
MOT,what does this fellow do ?
MOT,look this is a bird .
MOT,"look he goes whish@o, he goes round ."
MOT,what does he do ?
MOT,oh .
MOT,he goes round and round and round .
MOT,oh look at that !
MOT,look at that !
MOT,look at that !
MOT,look monkey .
MOT,monkey !
MOT,bird .
MOT,d(o) y(ou) like that one best ?
MOT,that's the bird !
MOT,that's the bird !
MOT,yeah .
MOT,oh phew .
MOT,what does the birdie@f [: bird] say ?
MOT,tweet-tweet-tweet-tweet-tweet-tweet@o .
MOT,tweet-tweet-tweet-tweet-tweet-tweet@o .
MOT,yeah the birdie@f [: bird] [x 3] .
MOT,the birdie@f [: bird] [x 2] .
MOT,&-uh-&-uh-&-uh@z:m you givin(g) out &-uh-&-uh-&-uh@z:m .
MOT,sit back .
MOT,look at the birdie@f [: bird] .
MOT,that birdie's@f [: bird's] goin(g) to hurt your gums .
MOT,he's goin(g) to hurt your gums if you bite him (be)cause he's very pointy „ isn't he ?
MOT,"yeah, he's a bit too pointy „ isn't he ?"
