participant,sentence
MOT,ah !
MOT,there's the fish .
MOT,see the fish ?
MOT,and there's the little baby in the car .
MOT,d(o) you like that ?
MOT,well you can't eat it .
MOT,no it's not for eating .
MOT,"no, it's not for eating ."
MOT,"okay, okay, okay ."
MOT,now .
MOT,"oh, <who's> [!] that baba ?"
MOT,who's the baba in the mirror ?
MOT,look .
MOT,who's (th)at ?
MOT,who's that baba ?
MOT,who's that ?
MOT,who's (th)at ?
MOT,is that mama's baba ?
MOT,&-eh ?
MOT,is that mama's baba ?
MOT,what d(o) you see ?
MOT,hm: ?
MOT,listens .
MOT,can you do it ?
MOT,hm: ?
MOT,here's your square .
MOT,here .
MOT,d(o) you want it ?
MOT,oh god bless us !
MOT,oh god bless us !
MOT,oh god bless us !
MOT,&=laughs .
MOT,d(o) you want this ?
MOT,here .
MOT,now .
MOT,what d(o) you see ?
MOT,who's this baba ?
MOT,who's that ?
MOT,is that Ben ?
MOT,is that Ben ?
MOT,hm: ?
MOT,will we turn to the next page now ?
MOT,what d(o) you see ?
MOT,oh you know who's behind here „ don't you ?
MOT,look .
MOT,who's here ?
MOT,who's here ?
MOT,(ca)n you catch (h)im ?
MOT,open up and what'll you see ?
MOT,who's in there ?
MOT,oh !
MOT,who's that ?
MOT,he's the rabbit !
MOT,he's the bunny rabbit came out to see you .
MOT,hm: ?
MOT,now you've to be gentle with the bunny rabbit or you'll tear (h)im .
MOT,hm: ?
MOT,put it back up and you [!] see can you get it down yourself .
MOT,here .
MOT,no ?
MOT,where's the bunny rabbit ?
MOT,under here ?
MOT,aw you clever boy !
MOT,yes .
MOT,what does it say ?
MOT,"it says +""/."
MOT,"+"" a little brown rabbit <popped out to see> [//] popped out of the ground, wriggled his whiskers, and looked all around ."
MOT,no you can't eat the book .
MOT,the book's not for eating .
MOT,"no, it's not for eating ."
MOT,here look .
MOT,here's the buzz bee .
MOT,whish-whish-whish-whish@f .
MOT,huh !
MOT,what's that ?
MOT,hm: ?
MOT,(a)n(d) what's this here ?
MOT,look .
MOT,"awww@i, wa-wa@i ."
MOT,listen .
MOT,say buzz .
MOT,does it say buzz ?
MOT,does it say buzz ?
MOT,&=laughs .
MOT,yes it does .
MOT,say buzz [x 7] .
MOT,buzz [x 4] .
MOT,yeah .
MOT,buzz [x 5] .
MOT,buzz [x 3] .
MOT,yeah .
MOT,did y(ou) catch the buzzing bee ?
MOT,buzz [x 9] .
MOT,oh !
MOT,who's this ?
MOT,who's the baba ?
MOT,there's the baba .
MOT,"and what've we got over here, hm: ?"
MOT,there's the duck .
MOT,ngrr@i .
MOT,and that's the fish .
MOT,can you feel the fish ?
MOT,there's the frog .
MOT,ngrr@i yourself .
MOT,that's the sheep .
MOT,oh !
MOT,now [!] what do you see ?
MOT,who's this ?
MOT,"it 0is the ba:ba, ba:ba ."
MOT,ba:ba ?
MOT,ba:ba ?
MOT,are y(ou) finished with that one ?
MOT,what d(o) you wanna read next ?
MOT,0do 0you want this ?
MOT,0 [=! holds out a toy to Bre] .
MOT,hm: ?
MOT,&-uh-lug@z:m .
MOT,oo: &-uh@i .
MOT,now .
MOT,"aww@i, look at the puppy !"
MOT,"aww@i, look at the puppy's lovely ears ."
MOT,where's the puppy ?
MOT,will you show me ?
MOT,0do 0you wanna see the front ?
MOT,here's the puppy's nose .
MOT,la-dadadada@i yourself .
MOT,oh !
MOT,there's more [!] puppies .
MOT,0are 0you looking at the puppies' hair ?
MOT,"aw, that's what you do to Piper „ isn't it ?"
MOT,pull her hair ?
MOT,hm: ?
