participant,sentence
MOT,<crocodile don't forget to> [=! singing] +...
MOT,"haha, scream@si ."
MOT,bum-bum@wp .
MOT,where's your belly+button ?
MOT,where's your belly+button ?
MOT,oh where's mummy's nose ?
MOT,where's mummy's nose ?
MOT,what do you mean no ?
MOT,where's your nose ?
MOT,where's your nose ?
MOT,"Eri, where's your nose ?"
MOT,where's the other balloon ?
MOT,blow the balloon up for mammy .
MOT,"no, Sinead's gone ."
MOT,Sinead's gone .
MOT,"good girl, aw wow ."
MOT,that's really good „ isn't it ?
MOT,where's daddy ?
MOT,where's he gone ?
MOT,where's he gone ?
MOT,oh what's that ?
MOT,&=imit:child where's Nanna ?
MOT,she's gone .
MOT,where's Mila ?
MOT,where's Becky ?
MOT,0is she gone as well ?
MOT,will you sing me a song ?
MOT,what ?
MOT,cork ?
MOT,huh ?
MOT,gone .
MOT,sing me a song .
MOT,Becky's in school .
MOT,"where's mammy's nose, where's mammy's nose ?"
MOT,no wait a minute .
MOT,where's mammy's nose ?
MOT,where's my nose ?
MOT,"where's, ah no no no no no no not allowed tah_tah@wp ."
MOT,okay tah@wp .
MOT,don't put them in your mouth okay .
MOT,"no, no !"
MOT,will I blow them ?
MOT,"look, look !"
MOT,"good god haha, it's bit difficult „ isn't it ?"
MOT,"haha, look !"
MOT,pft_pft@o .
MOT,pft@o .
MOT,pft@o .
MOT,more 0of this .
MOT,yeah okay .
MOT,ah .
MOT,&=imit:child more ?
MOT,oh you're going to fall down .
MOT,now [!] okay .
MOT,"mammy's not able to blow that one, it's too hard ."
MOT,it's too difficult .
MOT,ah .
MOT,again ?
MOT,okay .
MOT,oh haha .
MOT,"haha, is that funny ?"
MOT,again ?
MOT,okay .
MOT,haha .
MOT,"yes, great fun !"
MOT,will we do it again ?
MOT,yeah .
MOT,oh haha .
MOT,"can I have a kiss, can have a kiss ?"
MOT,mwah@o good girl .
MOT,now .
MOT,you ready ?
MOT,haha .
MOT,yeah [!] it's great fun .
MOT,now .
MOT,again ?
MOT,oh haha .
MOT,wahoo haha .
MOT,"here, I have it here look ."
MOT,look .
MOT,one more time ?
MOT,yeah ?
MOT,wow !
MOT,where'd it go ?
MOT,"it's here look, look ."
MOT,"again, yeah ."
MOT,oo: woop@wp .
MOT,haha .
MOT,yeah !
MOT,it's really good „ isn't it ?
MOT,again ?
MOT,yeah .
MOT,haha .
MOT,"yeah, 0will we do it again ?"
MOT,yeah .
MOT,can I have a kiss first ?
MOT,can I have a kiss ?
MOT,can I xxx .
