participant,sentence
MOT,"oh, where 0are they gone ?"
MOT,where 0are they gone ?
MOT,where's Matthew ?
MOT,where ?
MOT,where ?
MOT,is he over there ?
MOT,is he over there ?
MOT,no ?
MOT,what's over there ?
MOT,ngg-jo-jo@i .
MOT,baba@i .
MOT,babababa@i .
MOT,weh-weh-weh-weh@i .
MOT,0are y(ou) goin(g) to say hi ?
MOT,hi .
MOT,"Reb, say hi ."
MOT,come_on .
MOT,hi .
MOT,hi .
MOT,(a)re y(ou) goin(g) to clap your hands ?
MOT,are y(ou) goin(g) to clap your +/.
MOT,(hoo)ray !
MOT,do it again !
MOT,(hoo)ray !
MOT,Reb ?
MOT,where's doggies@f [: dog] ?
MOT,where's doggies@f [: dog] ?
MOT,b-bababa@i ?
MOT,what +/.
MOT,woof woof .
MOT,avaf-vaf@o .
MOT,woof woof .
MOT,woof woof .
MOT,say +/.
MOT,woof woof .
MOT,where's doggy ?
MOT,(a)re they out there ?
MOT,(a)re they out there ?
MOT,where's doggies@f [: dog] ?
MOT,where ?
MOT,doggies@f [: dog] ?
MOT,vrrr-vrr-vrr-vrr@o .
MOT,ruff@o ?
MOT,where's Crosby ?
MOT,where's Crosby ?
MOT,where ?
MOT,"is he over there, look ?"
MOT,look !
MOT,"Reb, look ."
MOT,is he over there ?
MOT,over there ?
MOT,is he ?
MOT,where's doggie@f [: dog] ?
MOT,where's the doggie@f [: dog] ?
MOT,he's +/.
MOT,all gone .
MOT,he's all gone .
MOT,all gone ?
MOT,ah gotcha !
MOT,ah gotcha !
MOT,ah gotcha !
MOT,"ready, watch, watch, watch ."
MOT,ready ?
MOT,where's your handie@f [: hand] ?
MOT,give me your other handie@f [: hand] .
MOT,(hoo)ray !
MOT,(a)re you clapping my handies@f [: hands] ?
MOT,clap !
MOT,(hoo)ray !
MOT,"go_on, gimme five ."
MOT,(hoo)ray !
MOT,watch !
MOT,give me five .
MOT,five .
MOT,(hoo)ray !
MOT,0will we do it again ?
MOT,gimme five .
MOT,ye:(ah) gotcha !
MOT,ye:(ah) gotcha !
MOT,(wi)ll we do it again ?
MOT,(a)re y(ou) ready ?
MOT,(a)re y(ou) ready ?
MOT,will I do it again ?
MOT,again ?
MOT,where's your other handie@f [: hand] ?
MOT,will I do your other handie@f [: hand] ?
MOT,this one ?
MOT,will I bite this one ?
MOT,"watch, watch ."
MOT,wassup@i ?
MOT,what ?
MOT,really ?
MOT,where's dada ?
MOT,where's dada ?
MOT,where's daddy ?
MOT,where's daddy ?
MOT,dada .
MOT,dada .
MOT,dada .
MOT,where's Nana ?
MOT,Nana .
MOT,Nana .
MOT,"you say Nana, say Na:na ."
MOT,where's Nana ?
MOT,and Granddad ?
MOT,Granddad ?
MOT,where's Granddad ?
MOT,where's he gone ?
MOT,hm: ?
MOT,what ?
MOT,really ?
MOT,and what about Rachel ?
MOT,bo-bo-bo@i +/.
MOT,baba@i .
MOT,really ?
MOT,really ?
MOT,what about Matthew ?
MOT,where's Matthew ?
MOT,is he in the kitchen ?
MOT,where ?
MOT,are you playing with Matt +/.
MOT,what ?
MOT,"Reb, what ?"
MOT,where's Matthew ?
MOT,do it .
MOT,you can do that .
MOT,"<no, you> [!] do it ."
MOT,you do it .
MOT,you do it .
MOT,you do it .
MOT,you do it .
MOT,go_on .
MOT,(wi)ll you do it ?
MOT,go_on .
MOT,go_on .
