participant,sentence
MOT,will we have a little chat ?
MOT,will we play peekaboo ?
MOT,peekaboo !
MOT,I see you !
MOT,peekaboo !
MOT,I see you !
MOT,peekaboo !
MOT,peekaboo !
MOT,peekaboo !
MOT,ah peekaboo !
MOT,peekaboo !
MOT,you do it .
MOT,where's Ron ?
MOT,peekaboo !
MOT,baba@p .
MOT,bababa@p !
MOT,bababa@p !
MOT,Ron !
MOT,byebye Ron .
MOT,day+day [: byebye] .
MOT,day+day [: byebye] .
MOT,byebye .
MOT,alright then boo boo .
MOT,boo boo .
MOT,"look, listen ."
MOT,hello !
MOT,hello !
MOT,hello Ron .
MOT,hello Ron .
MOT,no Ron you can't eat that .
MOT,look at mammy .
MOT,no Ron .
MOT,what does mammy say ?
MOT,no .
MOT,no boo .
MOT,no !
MOT,no !
MOT,oh the toothsies@f [: teeth] are bold „ aren't they ?
MOT,they're so bold .
MOT,the way they hurt you .
MOT,ma-ma-ma@p .
MOT,baba@p .
MOT,put your hand up here .
MOT,baba@p .
MOT,baba@p .
MOT,ba-ba-ba-b-b-b-b-b-b-b@p .
MOT,peekaboo !
MOT,peekaboo !
MOT,peekaboo !
MOT,peekaboo boo boo !
MOT,clap hands ?
MOT,clap hands for Ron .
MOT,where's Ron ?
MOT,clap hands !
MOT,clap hands .
MOT,peekaboo !
MOT,peekaboo !
MOT,hide .
MOT,where's the baby ?
MOT,where's [!] the baby ?
MOT,where is the baby ?
MOT,ah there [!] is the baby .
MOT,there's the baby .
MOT,hide !
MOT,hide Ron .
MOT,Ron Ron .
MOT,hide hide hide hide .
MOT,where's Ron ?
MOT,did anybody see Ron ?
MOT,there he is .
MOT,ah there he is .
MOT,oh mammy you're so silly .
MOT,yeah .
MOT,yeah .
MOT,you are so [!] silly .
MOT,aren't you ?
MOT,mummy is so [!] silly .
MOT,look .
MOT,mammy is going to fix that .
MOT,bang bang .
MOT,look !
MOT,beep beep !
MOT,now !
MOT,now !
MOT,no .
MOT,"no, oh no ."
MOT,"no, what happened ?"
MOT,where's the quack_quacks@f [: duck] ?
MOT,quack quack quack quack .
MOT,quack quack quack quack .
MOT,quack quack quack quack .
MOT,where's the tickles ?
MOT,hello ?
MOT,tickly@f [: tickle] [x 3] .
MOT,tickly@f [: tickle] [x 3] .
MOT,where's mama ?
MOT,no ?
MOT,not happy ?
MOT,oh that's bad „ isn't it ?
MOT,show me your tooths@f [: teeth] .
MOT,beep beep .
MOT,beep beep .
MOT,oh no !
MOT,oh no !
MOT,no !
MOT,no !
MOT,hello !
MOT,hello !
MOT,hello !
MOT,hello !
MOT,hello !
MOT,hello !
MOT,peekaboo .
MOT,peekaboo .
MOT,peekaboo !
MOT,he:llo !
MOT,day+day [: byebye] .
MOT,day+day [: byebye] .
MOT,day+day [: byebye] .
MOT,day+day [: byebye] .
MOT,byebye .
MOT,say bye to the baby .
MOT,day+day [: byebye] .
MOT,bye to the baby .
MOT,no ?
MOT,"no, not happy ?"
MOT,o:h !
MOT,let's come out here for a minute .
MOT,let's come out and see what happens .
MOT,baba@p .
MOT,babababababa@p .
MOT,mama tickle Ron ?
MOT,tickle tickle tickle ?
MOT,tck_tck_tck@wp ?
MOT,tck_tck_tck@wp ?
MOT,doo_doo_doo_doo_doo_doo@wp .
MOT,wave day+day [: byebye] .
MOT,day+day [: byebye] .
MOT,day+day [: byebye] .
MOT,you're not going to do anything .
MOT,you don't wanna do <anything> [!] for your mammy .
MOT,day+day [: byebye] .
MOT,day+day [: byebye] .
MOT,day+day [: byebye] baby .
MOT,day+day [: byebye] baby .
MOT,day+day [: byebye] baby .
MOT,whoo !
MOT,up into the sky .
MOT,one two three !
MOT,do it again ?
MOT,one two three !
MOT,whoo !
