participant,sentence
MOT,ooh .
MOT,oh_dear .
MOT,oh_dear .
MOT,c(ome) (h)ere (un)til we see .
MOT,c(ome) (h)ere (un)til we see .
MOT,now .
MOT,now .
MOT,d(o) you wanna go up high ?
MOT,here we go .
MOT,here we go .
MOT,that's be +/.
MOT,that's it .
MOT,that's it .
MOT,is that what you wanted ?
MOT,you wanna do a +/.
MOT,oh .
MOT,whee !
MOT,whee !
MOT,yeah .
MOT,yeah .
MOT,yes .
MOT,oh yessy@f [: yes] .
MOT,you love your walk .
MOT,are y(ou) goin(g) walking ?
MOT,oh bom-bom@o .
MOT,bom-bom@o .
MOT,boo !
MOT,hic@o !
MOT,0have 0you got the hiccups there ?
MOT,hic@o !
MOT,hic@o !
MOT,hic@o !
MOT,boo !
MOT,hic@o !
MOT,now .
MOT,oh we've a bit of sickie@f [: vomit] „ have we ?
MOT,a bit of a sickie@f [: vomit] .
MOT,"c(ome) (h)ere, come_on (un)til we wipe up ."
MOT,wipe !
MOT,come (h)ere .
MOT,come (h)ere (un)til I see .
MOT,"oh, them hiccups !"
MOT,oh them hiccups .
MOT,good boy .
MOT,are you okay now ?
MOT,quick bite while I'm in there ?
MOT,yeah .
MOT,there_you_go .
MOT,are y(ou) moving backwards now ?
MOT,where's the duck ?
MOT,will we do the duck now ?
MOT,would we do duck ?
MOT,ah yeah .
MOT,yeah .
MOT,yes .
MOT,"yessy@f [: yes], come (h)ere to me ."
MOT,"yessy@f [: yes], yessy@f [: yes] ."
MOT,oh stretch back .
MOT,oh those toes .
MOT,oh the yummiest@z:m toes .
MOT,0you 0have the yummiest@z:m toes .
MOT,you have .
MOT,and a big stretch again .
MOT,a big stretch .
MOT,oh ?
MOT,yeah ?
MOT,oh !
MOT,yes .
MOT,yes indeed .
MOT,that's right .
MOT,"that's right, that's right ."
MOT,push !
MOT,push !
MOT,"I know, oh I know ."
MOT,"I know, whee !"
MOT,"I know, I know you want up ."
MOT,you want up .
MOT,up you get .
MOT,up .
MOT,"yeah, up, up, up, oh you just want up ."
MOT,oh you just want up .
MOT,"Sinead, he's moved again ."
MOT,If I could just even +/.
MOT,"now, now ."
MOT,he wants to move .
MOT,it's a constant now +//.
MOT,we wanna get going „ don't we ?
MOT,now !
MOT,I'd say that bit's nice .
MOT,"yeah, I'd say that [!] bit's nice ."
MOT,"that <exact> [!] bit, exactly ."
MOT,yum yum yum yum yum !
MOT,oh !
MOT,where did he go ?
MOT,where [!] did he go ?
MOT,0will we pick him up ?
MOT,and Nia goes up with him .
MOT,there_you_go .
MOT,you grab one o(f) them .
