participant,sentence
MOT,where is he ?
MOT,"gone, where's he gone ?"
MOT,gone up .
MOT,daddy's gone up yeah .
MOT,did you hear him going up the stairs ?
MOT,where's Darragh gone ?
MOT,gone to school .
MOT,"yeah, did you drop him over ?"
MOT,it is a bit hot .
MOT,it is still hot .
MOT,will I have a drink ?
MOT,the camera !
MOT,"the camera, do a big smile ."
MOT,"and there's another one down there, that's mammy's one, that's mammy's camera ."
MOT,"were, what was it ?"
MOT,the candle ?
MOT,yeah !
MOT,we do blow the candle „ don't we ?
MOT,"&=imit:blowing do a big blow, here, you blow the candle out ."
MOT,"oh, don't touch the candle, <don't touch the> [!], ow-ow-ow-oow-ooow@wp ."
MOT,ow .
MOT,will I have a drink ?
MOT,you dirty devil .
MOT,oh you dirty devil .
MOT,"oh not again, you're a dirty devil ."
MOT,are you trying to do another one ?
MOT,go on burp .
MOT,do a burp .
MOT,&=imit:child .
MOT,will we gargle ?
MOT,do a gargle .
MOT,&=imit:gargling .
MOT,&=imit:gargling .
MOT,&=imit:gargling .
MOT,&=imit:gargling .
MOT,and ?
MOT,and what ?
MOT,what ?
MOT,what do you hear ?
MOT,what do you hear ?
MOT,show me them toes .
MOT,will we stay here for a little while longer .
MOT,we'll stay here for a little while longer !
MOT,oh oh no no no .
MOT,kick-kck-kck-kck@wp gently gently gently@si .
MOT,kck@wp they're very long legs you have .
MOT,ah <row row row your> [=! singing] +/.
MOT,up and down .
MOT,up !
MOT,down .
MOT,up !
MOT,down !
MOT,down !
MOT,"mamma, one more, up ."
MOT,<Itsy_Bitsy_Spider climbing up the spout> [=! singing] .
MOT,I see Nanna .
MOT,<down came the rain and washed the spider> [=! singing] +/.
MOT,"+, <out> [=! singing] ."
MOT,<spider up [x 5] came the sunshine to dry up all the rain Itsy_Bitsy_Spider goes up the spout> [=! singing] +/.
MOT,ah .
MOT,ah .
MOT,again ?
MOT,what ?
MOT,&=imit:child psssst@o .
MOT,"we hafta stay here pet, we're gonna stay here, can I have a kiss ?"
MOT,a grape .
MOT,I'll find a grape for you .
MOT,I'll find you a grape .
MOT,where's my coffee ?
MOT,ah where's it gone ?
MOT,"down here, thank_you ."
MOT,what will I do ?
MOT,"blow, you blow oh be gentle ."
MOT,oh so hot !
MOT,do you wanna have a look inside ?
MOT,will you sit down and have a look ?
MOT,"now put your hands down, hands down and have a look, use your eyes ."
MOT,<hands down> [!] this is so hot and there's lots of coffee in there .
MOT,hot coffee !
MOT,oh very hot !
MOT,hot coffee .
MOT,coffee yeah .
MOT,do you drink coffee ?
MOT,no !
MOT,does Nia drink coffee ?
MOT,no !
MOT,what do you drink ?
MOT,you drink water „ don't you ?
MOT,&=imit:child water !
MOT,"hold on and I'll find you, will if I can find you a grape ?"
MOT,oh see if I can find you a grape ?
MOT,here's a grape .
MOT,hey .
MOT,&=imit:child tickle tickle tickle tickle tickle .
MOT,can I have it ?
MOT,Mommy eat the grape .
MOT,who will eat the grape ?
MOT,&=imit:child Nia will eat the grape .
