participant,sentence
MOT,now .
MOT,we'll get you ready for your bath !
MOT,huh ?
MOT,will we strip you ?
MOT,take your wiggies@f [: toes] out .
MOT,where's your other wiggies@f [: toes] ?
MOT,there's your other wiggies@f [: toes] .
MOT,"yes, there's some other wiggies@f [: toes] ."
MOT,"now, xxx ."
MOT,who're you talkin(g) to ?
MOT,huh ?
MOT,are you talking to me ?
MOT,are you talking to me ?
MOT,yes ?
MOT,"aw, there's a big boy ."
MOT,there's a big boy .
MOT,yes .
MOT,yes .
MOT,that's a lovely story .
MOT,"oh, who said that to you ?"
MOT,who said that ?
MOT,who said that ?
MOT,"yeah, gimme your hand ."
MOT,"now, there_you_go ."
MOT,0will we take your vest off ?
MOT,"yeah, put (th)em on ."
MOT,now baba .
MOT,up we get .
MOT,are you ready to go to the water ?
MOT,are you ready to go to the +/.
MOT,aw .
MOT,aw .
MOT,big boy !
MOT,"ah, now ."
MOT,we're ready !
MOT,noisy .
MOT,what (a)re you telling me ?
MOT,have you got a story to tell me ?
MOT,&-eh ?
MOT,have you got a story to tell me ?
MOT,did you like your bath ?
MOT,yes ?
MOT,what ?
MOT,who told you that ?
MOT,did Gemma tell you that ?
MOT,did Gemma tell you that story ?
MOT,did she ?
MOT,that's a lovely story .
MOT,where's Eoin ?
MOT,where's Eoin ?
MOT,huh ?
MOT,who's that ?
MOT,"oh, we'll rub your cream on your tummy ."
MOT,"hm:, yes ."
MOT,hm: yes .
MOT,yes so we don't get sore .
MOT,"aw, goi_goi_goi_goi_goi_goi_goi_goi_goi_goi@wp yourself ."
MOT,goi_goi_goi_goi_goi_goi_goi_gurra@wp .
MOT,now roll over to do that bit .
MOT,now .
MOT,now .
MOT,now .
MOT,we'll do the other side of y(ou) .
MOT,"aw, your poor shoulder has all eczema on it „ hasn't it ?"
MOT,"now, 0did that make it better ?"
MOT,did that make it better ?
MOT,yes it will .
MOT,oh you're the best boy .
MOT,oh yes you are .
MOT,yes .
MOT,"yes, we're going to dress you now ."
MOT,aren't we ?
MOT,going to dress you .
MOT,huh ?
MOT,you're all shiny now !
MOT,you're all shiny now .
MOT,now .
MOT,here's your vest .
MOT,oh .
MOT,where's your vest ?
MOT,where's it ?
MOT,where's it ?
MOT,yeah .
MOT,here .
MOT,don't scratch your head .
MOT,don't scratch your head .
MOT,whoosha .
MOT,now .
MOT,now the beautiful baby boy .
MOT,ah goo_goo@wp yourself .
MOT,what do you see ?
MOT,huh ?
MOT,can you see your hand ?
MOT,can you see your hand ?
MOT,yes .
MOT,"oh, I wanna be an acrobat it says on your vest ."
MOT,I wanna be an acrobat .
MOT,yeah .
MOT,0are you gettin(g) bored ?
MOT,are you gettin(g) bored ?
MOT,are y(ou) ?
MOT,what ?
MOT,"no, we hafta dress you first before you can get up, y(ou) know that ."
MOT,don't y(ou) know that ?
MOT,"yeah, well at least that's gone out of your way ."
MOT,0is that gone out of your way ?
MOT,is that better ?
MOT,is that better ?
MOT,xxx .
MOT,xxx .
MOT,now .
MOT,what ha(v)e we got ?
MOT,"oh, we w(i)ll put your socks on first ."
MOT,isn't that always easier ?
MOT,than trying to get the socks under the trousers ?
MOT,isn't it always easier ?
MOT,now !
MOT,gimme that foot .
MOT,gimme that foot .
MOT,oh you're very noisy altogether .
MOT,are you goin(g) to have a sleep in a little while ?
MOT,are you going to have a sleep ?
MOT,"yes, is baby tired ?"
MOT,is baby tired ?
MOT,"yes, you've had your breakfast ."
MOT,and now it's time for a sleep in a little while „ isn't it ?
MOT,don't scratch your head .
MOT,now .
