participant,sentence
MOT,look at y(ou) .
MOT,"sitting here in the armchair, with mammy [!] all to yourself, no Caoimhe ."
MOT,so you're going to spend your time lookin(g) at the camera and bangin(g) the chair .
MOT,"hm:, what 0are we goin(g) to do ?"
MOT,what 0are we goin(g) to do pet ?
MOT,"you don't know what [!] to do when you've mammy all to yourself, it's such a rarity !"
MOT,haven't y(ou) ?
MOT,oh Pet .
MOT,ah you're a good little man „ aren't y(ou) ?
MOT,are you my little pet ?
MOT,I'm goin(g) to keep y(ou) .
MOT,you're mine „ aren't y(ou) ?
MOT,you're mine .
MOT,0are you mine ?
MOT,huh ?
MOT,ahhrrrr@i .
MOT,"hm:, we do (.) 0will we play +/."
MOT,"oh yeah, the letters are over there ."
MOT,"we like to play with them too, don't we ?"
MOT,they're good for rolling around on .
MOT,hm: .
MOT,<down the stream merrily merrily merrily merrily life is but a dream row row row your boat gently down the stream if you see a crocodile don't forget to scream> [=! singing] .
MOT,<row row row your boat gently down the stream> [=! singing] .
MOT,<if you see Caoimhe don't forget to scream> [=! singing] .
MOT,"god don't know why you didn't nap, I could've done one [/] with one ."
MOT,I would (h)a(ve) happily napped (.) and you mind Caoimhe .
MOT,will we do that next time ?
MOT,I get into your little cot and sleep .
MOT,oh !
MOT,huh ?
MOT,oh you only talkin(g) now when mammy's talkin(g) about naps ?
MOT,"ah, oh pet ."
MOT,oh you're away ?
MOT,where're you goin(g) ?
MOT,oh where are you going little man ?
MOT,where are you going ?
MOT,are you trying to get up to your cot now [!] to go for a nap ?
MOT,now [!] you decide you're goin(g) to go for a nap .
MOT,now .
MOT,now .
MOT,now .
MOT,<(Tho)mas man (Tho)mas man (Tho)mas man (Tho)mas man (Tho)mas_man (Tho)mas man flying through the s:ky whoo pooing on the bald people as he passes by> [=! singing] .
MOT,<(Tho)mas man (Tho)mas man going down the alleyway (Tho)mas going the other way (Tho)mas man (Tho)mas man going down the alleyway Caoimhe come another way (Tho)mas man flying through the sky pooing on the bald people as he passes by flying through the s:ky whoo (Tho)mas man (Tho)mas man (Tho)mas man (Tho)mas man (Tho)mas_man> [=! singing] .
MOT,0will mammy eat y(ou) up ?
MOT,mammy yum yum yum yum .
MOT,(wi)ll I eat y(ou) up like a big carrot ?
MOT,yum yum yum yum .
MOT,big parsnip .
MOT,big big big (.) pea !
MOT,yum yum yum yum .
MOT,big papaya !
MOT,big mango .
MOT,yum yum yum yum .
MOT,big potato .
MOT,big piece of fish .
MOT,yum yum yum yum .
MOT,what else do we like ?
MOT,"oh you're getting tired, little man ."
MOT,oh .
MOT,di-di-di-di-di-di-di-di-di-di@o (Tho)mas man (Tho)mas man .
MOT,di-di-di-di-di-di-di-di-di-di@o (Tho)mas man (Tho)mas man .
MOT,dodododododododododo@o (Tho)mas man (Tho)mas man .
MOT,di-di-di-di-di-di-di-di-di-di@o (Tho)mas man (Tho)mas man .
MOT,y(ou) hear Caoimhe back there „ do y(ou) ?
MOT,"y(ou) do [!], you hear Caoimhe in the kitchen and y(ou)'re wondering what's she up to, what's that little rascal up to ?"
MOT,0is she stealing more of my toys ?
MOT,0is she playing with my little gym ?
MOT,is she taking apart my high chair and using it to play with the used Play_Doh ?
MOT,oh she's the rascal !
MOT,I think you're the rascal .
MOT,you 0are the rascal .
MOT,are y(ou) mischief making rascal .
MOT,are y(ou) ?
MOT,are y(ou) mammy's little rascal ?
