participant,sentence
MOT,ah boo .
MOT,where's mammy ?
MOT,ah boo .
MOT,where's Ard ?
MOT,where's Ard ?
MOT,ah boo .
MOT,where's Ard ?
MOT,where's Ard ?
MOT,where's Ard ?
MOT,boo !
MOT,where's mammy ?
MOT,ah boo .
MOT,are we banging banging banging ?
MOT,bang bang bang bang !
MOT,where's Ard ?
MOT,where's Ard ?
MOT,"oh, are you hiding ?"
MOT,where's Ard ?
MOT,boo !
MOT,where's Ard ?
MOT,huh ?
MOT,where's mammy's nose ?
MOT,where's my nose ?
MOT,put the glasses on .
MOT,put the glasses on .
MOT,"oh you wanna bite them, ta-ta@f ."
MOT,oh ta-ta@f .
MOT,are they mammy's ?
MOT,mammy's [!] glasses .
MOT,glglglglglglglglg@o .
MOT,tickles .
MOT,you have tickles .
MOT,tickles .
MOT,glglglglglglglglg@o .
MOT,glglglglglglglglg@o .
MOT,hi .
MOT,hey .
MOT,where's Ard ?
MOT,glglglglglglglglg@o .
MOT,glglglglglglglglg@o .
MOT,look !
MOT,ah boo .
MOT,a:h boo .
MOT,hah !
MOT,look you can have this spoon .
MOT,there's your spoon .
MOT,Ard ?
MOT,0do 0you want more yoghurt ?
MOT,hm: .
MOT,there_you_go .
MOT,0do 0you 0want more ?
MOT,spoon .
MOT,nearly done .
MOT,nearly done .
MOT,hm: bouncy bouncy bouncy .
MOT,bouncy bouncy bouncy .
MOT,you like bouncy bouncy bouncy „ don't y(ou) ?
MOT,"look, look ."
MOT,0do y(ou) want the other one ?
MOT,hm: .
MOT,nice .
MOT,hm: .
MOT,hm: .
MOT,hm: .
MOT,hm: .
MOT,hm: .
MOT,nice ?
MOT,hm: .
MOT,hm: .
MOT,hm: .
MOT,hm: .
MOT,hm: .
MOT,sit up .
MOT,nice .
MOT,you were hungry I think .
MOT,you were hungry „ weren't y(ou) ?
MOT,were you hungry ?
MOT,yeah .
MOT,good boy .
MOT,yeah .
MOT,yeah .
MOT,more ?
MOT,nice ?
MOT,now last bite .
MOT,all gone .
MOT,no ?
MOT,okay .
MOT,"okay, all gone ."
MOT,neh_neh_neh@wp .
MOT,c(o)me (h)ere .
MOT,c(o)me (h)ere to me .
MOT,will we play a little game ?
MOT,Ard ?
MOT,"look, clap handies@f [: hands] ."
MOT,<clap handies@f [: hands] clap handies@f [: hands] (un)til mama comes home> [=! singing] .
MOT,<with sweeties@f [: sweets] in her pocket for Ard alone> [=! singing] .
MOT,no ?
MOT,no ?
