participant,sentence
MOT,now !
MOT,oh here we go .
MOT,this is your corner here .
MOT,(tha)t's where you're going to sit .
MOT,that's what we're +/.
MOT,"look, look at my hand ."
MOT,dededede@wp .
MOT,come (h)ere .
MOT,c(o)m(e) here .
MOT,Haz ?
MOT,Haz .
MOT,oh where are you going ?
MOT,are you going for adventures ?
MOT,pss-pss-pss-pss@p .
MOT,"I'm just going to hafta tickle you until you stay on the rug, that's what I'm going to hafta do ."
MOT,now ta-ta-ta@f .
MOT,come (h)ere .
MOT,come (h)ere little crawler .
MOT,ooh .
MOT,are y(ou) going to do some standing for me ?
MOT,or some dancing ?
MOT,will we do dancing ?
MOT,come (h)ere (un)til we sing .
MOT,<mamma_mia@s:ita here I go again> [=! singing] .
MOT,<how can I resist you> [=! singing] ?
MOT,<mamma_mia@s:ita does it show again my_my just how much I missed you> [=! singing] .
MOT,boomp !
MOT,d(o) y(ou) like that ?
MOT,d(o) y(ou) like dancing ?
MOT,<yes my name is Iggle_Piggle_Iggle_Wiggle_Piggle_Tiggle my name is Iggle_Piggle_Iggle_Piggle_Tiggle_Woo> [=! singing] .
MOT,dum-dum@z:m ?
MOT,that's it .
MOT,look at all these flowers .
MOT,"they're purple, oh, orange, pink, red, and you've got a button here and a button here !"
MOT,are y(ou) going to stay here on the mat with me ?
MOT,are you going to stay here on the mat for a picnic ?
MOT,oh up up up rrrrr-whoo@o !
MOT,"look at that, baba ."
MOT,"look at that, baba ."
MOT,d(o) y(ou) wanna do Row_Row_Your_Boat with me ?
MOT,<row row row your boat> [=! singing] .
MOT,no ?
MOT,come_on .
MOT,what [!] are we goin(g) to do with you ?
MOT,what [!] are we goin(g) to do with you ?
MOT,look at <these> [!] for shiny boots !
MOT,you've no shoes on today .
MOT,d(o) y(ou) want me to count your toes ?
MOT,0will 0we see if we have (th)em all today ?
MOT,<this little piggy went to the market this little piggy went home this little piggy had roast beef this little piggy had none and this little piggy cried weeweewee@o all the way home> [=! singing] .
MOT,baba !
MOT,come here .
MOT,oh .
MOT,that's a terrible cough .
MOT,oh baba .
MOT,oi-oi-oi-oi-oi@p .
MOT,"look at this, look ."
MOT,"look, Haz, look ."
MOT,"it's a zip, look ."
MOT,what d(o) y(ou) think of that ?
MOT,zzz-zzz@o .
MOT,d(o) y(ou) wan(t) a go ?
MOT,how (a)bout this ?
MOT,(tha)t's a difficult one „ isn't it ?
MOT,it's hard to get off .
MOT,what d(o) y(ou) think of that ?
MOT,d(o) y(ou) think it would fit you ?
MOT,or is it too big ?
MOT,can I have it back ?
MOT,can I have it back ?
MOT,can I have it back ?
MOT,oh thank_you .
MOT,do you want it again ?
MOT,thank_you .
MOT,oh thank [!] you .
MOT,where does it go ?
MOT,does it go up here ?
MOT,no .
MOT,does it go here ?
MOT,you like that ?
MOT,"oh, here, here, here, look, look what it does ."
MOT,can you hear it rattling ?
MOT,come back .
MOT,come back .
MOT,chk_achk_achk_achk_achk@wp .
MOT,come [!] back .
MOT,"oh oh oh oh oh, d(o) y(ou) know what we hafta do ?"
MOT,d(o) y(ou) know what we forgot to do ?
MOT,to do this .
MOT,to do the flying baby .
MOT,oh y(ou)'re just off on an adventure „ aren't y(ou) ?
MOT,lalalalalalalala@si .
MOT,lalalalalalalala@si .
MOT,"d(o) y(ou) see the camera, Haz ?"
MOT,d(o) y(ou) see the camera ?
MOT,this one there .
MOT,d(o) y(ou) see the black one there ?
MOT,oh !
MOT,see all the things on the walls .
MOT,there's our bag .
