participant,sentence
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream row row row your boat gently down the stream if you see a crocodile don't forget to scream> [=! singing] .
MOT,a:hh@i !
MOT,d(o) (i)t (a)gain ?
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream> [=! singing] .
MOT,aga@i !
MOT,<row row row your boat gently down the stream if you see a crocodile don't forget to scream> [=! singing] .
MOT,d(o) y(ou) want (t)o do more ?
MOT,we do more ?
MOT,more ?
MOT,"more, more on the other knee mammy ."
MOT,will I eat Thomas' finger ?
MOT,0will I eat your finger ?
MOT,oh !
MOT,"mammy's all hungry, I eat your finger, I eat your finger ."
MOT,<row row row your boat gently down the stream merrily merrily merrily merrily life is but a dream> [=! singing] .
MOT,<row row row your boat gently down the stream if you see a crocodile don't forget to scream> [=! singing] .
MOT,beep !
MOT,mammy do beep ?
MOT,0will we do beeps@o ?
MOT,beep !
MOT,beep !
MOT,oh mammy's nose [!] goes beep .
MOT,did you know that ?
MOT,you know your nose goes beep .
MOT,your [!] nose goes beep .
MOT,are y(ou) tryin(g) to get into mammy's bag ?
MOT,what do you want in mammy's bag ?
MOT,what do you want in mammy's bag ?
MOT,oh !
MOT,we do another song .
MOT,oh what's this ?
MOT,this isn't at home „ is it ?
MOT,"no, this is somewhere different !"
MOT,"row, London bridge is fall +/."
MOT,"or Ride_A_Cock_Horse, 0will we do that ?"
MOT,<ride a cock horse> [=! singing] .
MOT,no ?
MOT,oh you're getting antsy now .
MOT,<ride a cock horse to Banbury_Cross to see a fine lady upon a white horse> [=! singing] .
MOT,<ride a cock horse to Banbury_Cross to see a fine lady upon a white horse> [=! singing] .
MOT,argg@i .
MOT,oh mammy's glasses !
MOT,mammy's glasses are gone !
MOT,where did they go ?
MOT,how is mammy going to see anything with no glasses ?
MOT,"oh, does mammy look funny ?"
MOT,does mammy look funny ?
MOT,mammy has no glasses on .
MOT,mammy looks funny .
MOT,"oh mammy's glasses, are these, are they ?"
MOT,"oh, we don't play with mammy's glasses ."
MOT,mammy won't be able to see Mossy_Moo !
MOT,how will I see Mossy_Moo with no glasses ?
MOT,<ride a cock horse to Banbury_Crosss to see a fine lady upon a white horse> [=! singing] .
MOT,what ?
MOT,<oh Mossy_Moo Mossy_Moo Mossy_Moo how are you how are you how are you Mossy_Moo Mossy_Moo Mossy_Moo we love you yes we do oh Mossy_Moo Mossy_Moo Mossy_Moo how are you how are you how are you Mossy_Moo Mossy_Moo Mossy_Moo we love you yes we do> [=! singing] .
MOT,"oh, you wanna get down and run around, I can tell ."
MOT,you wanna stand .
