participant,sentence
MOT,where's it gone ?
MOT,oh ?
MOT,where's it gone ?
MOT,where's the soother gone ?
MOT,you'll hafta suck your thumb .
MOT,0will you suck your thumb ?
MOT,hm: nah yum [x 4] yuck !
MOT,(i)s that yuck ?
MOT,(i)s that yuck ?
MOT,"yuck, look ."
MOT,hm: yummy yummy .
MOT,hm: yummy yummy .
MOT,0we play our songs ?
MOT,we play our songs baby .
MOT,you sit up to me .
MOT,c(o)me_on .
MOT,sit up .
MOT,sit u:p !
MOT,sit u:p !
MOT,good boy .
MOT,(a)re we goin(g) to sing our songs ?
MOT,we sing our songs ?
MOT,yeah .
MOT,we're goin(g) to sing our songs .
MOT,<around and round the garden like a teddy_bear one step two step and a tickle you under there> [=! singing] .
MOT,<around and round the garden like a teddy_bear one step two step and a tickle you under there> [=! singing] .
MOT,(hoo)ray !
MOT,sing another song ?
MOT,<Incy_Wincy_Spider climbed up the water spout down came the rain and washed the spider out> [=! singing] .
MOT,<out came the sunshine and dried up all the rain and Incy_Wincy_Spider came out to play again> [=! singing] .
MOT,(hoo)ray !
MOT,clap handies@f [: hands] ?
MOT,clap handies@f [: hands] ?
MOT,clap +/.
MOT,yeah .
MOT,(hoo)ray !
MOT,"ooh, what's wrong with my Booboo ?"
MOT,what's wrong with the baba@z:m ?
MOT,what's wrong with the baba@z:m ?
MOT,is your poor tooth hurting you ?
MOT,is your tooth sore ?
MOT,show me .
MOT,will I rub it for you ?
MOT,I'll rub it for you .
MOT,"oh, your little tooth comin(g) out ."
MOT,you nearly have a tooth .
MOT,wanna have a chew on my fingie@f [: finger] ?
MOT,oh it's a bit sore „ is it ?
MOT,"c(o)me_on, we'll sing another song ."
MOT,0will we sing another song ?
MOT,<Hickory_Dickory_Dock the mouse ran up the clock the clock struck one the mouse ran down Hickory_Dickory_Dock tick+tock tick+tock tick+tock tick+tock Hickory_Dickory_Dock> [=! singing] .
MOT,<Hickory_Dickory_Dock the mouse ran up the clock the clock struck two one two the mouse said whoo Hickory_Dickory_Dock tick+tock tick+tock tick+tock tick+tock Hickory_Dickory_Dock> [=! singing] .
MOT,<Hickory_Dickory_Dock the mouse ran up the clock the clock struck three one two three the mouse said whee Hickory_Dickory_Dock tick+tock tick+tock tick+tock tick+tock Hickory_Dickory_Dock> [=! singing] .
MOT,<Hickory_Dickory_Dock the mouse ran up the clock the clock struck four one two three four the mouse said no more Hickory_Dickory_Dock tick+tock tick+tock tick+tock tick+tock Hickory_Dickory_Dock> [=! singing] .
MOT,clap handies@f [: hands] ?
MOT,clap handies@f [: hands] ?
MOT,oh .
MOT,oh .
MOT,"oh, don't be a grumpy baby ."
